measurement_condition_key	hard_within_source_conflict	rows	record_ids	source_ids	targets_json	interpretation
MLMEASURE1:3c15103d4b53a0aae2982308	true	8	PV13:46e10660f95c469dfc16a687;PV13:6c05e5589aa93cf5da3cc3c9;PV13:6cff29b1cd7cb50099b9fe66;PV13:782f639f08f1a09081cc24b6;PV13:85ad4d6cbd506e8d68cde8bc;PV13:aa76d02701432d0ca8100e79;PV13:ddc30aac5ed3716e1f664ca0;PV13:f9029c05d6f64cf191257b6a	PEPlife2	"[[""0.531478917042"",""="",""""],[""0.924279286062"",""="",""""],[""1.23804610313"",""="",""""],[""1.37106786227"",""="",""""],[""1.53402610606"",""="",""""],[""1.60422605308"",""="",""""],[""3.15986784709"",""="",""""],[""3.38738982634"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:3c49ec9dc5dacde363def488	true	2	PV13:0d1d5fc24499020c0fa09ea4;PV13:c95f20f4ffc03de4311f842e	PEPlife2	"[[""0.161368002235"",""="",""""],[""0.367355921026"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:3ce6923c96a49591fb229fba	true	4	PV13:29b184b959a8e46acdbbedb0;PV13:95be04232c3dfa1159033bc2;PV13:99c321773e31d556e66cd88f;PV13:9d2a595f1a81161cc19a7997	PEPlife2	"[[""1.70449369701"",""="",""""],[""1.75495958772"",""="",""""],[""1.8403570592"",""="",""""],[""1.88941376404"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:3cee979a69fd27028eb63a3d	true	5	PV13:41f48608dd4293fb1a5bbefb;PV13:429061fb1f431a7182a332ca;PV13:87d9944daddc3015ac0ae686;PV13:96919fb9cd0f5c0aad712ed3;PV13:ac965033771dc005a116855a	PEPlife2	"[[""0.28780172993"",""="",""""],[""0.39269695326"",""="",""""],[""0.451786435524"",""="",""""],[""0.487138375477"",""="",""""],[""0.522444233506"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:3d4ccd7365e6c8d274283ddb	true	2	PV13:80c9cff469aa8c35da3d36b3;PV13:8db114969b08ca4849ef2ea2	CycPeptMPDB	"[[""-5"",""="",""""],[""-5.11"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:3d5e501057e5dba6865d76cd	true	2	PV13:69ad9a4bf303c2b100737505;PV13:d0861d89ccc84c9173feef4a	PEPlife2	"[[""-1.1153934187"",""="",""""],[""-1.34678748622"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:3d81a6e0cdf9e23c1743f4f2	true	4	PV13:4ceab87a782e63786e0a9a9b;PV13:6c2c9874faa4da28f564c244;PV13:90d5325e8ca05d708362f416;PV13:ac712cdc9da4bd91103c0b95	PEPlife2	"[[""-1.39794000867"",""="",""""],[""0.00717858462712"",""="",""""],[""0.130333768495"",""="",""""],[""0.598425706673"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:3e3a99ef6a24ce0599634380	true	3	PV13:1513af4f78d0d052fad8c5dc;PV13:2fad19360a5666aa0cba0888;PV13:65162c61aa44079bf75b6a0c	PEPlife2	"[[""-0.262012673667"",""="",""""],[""-0.463441557428"",""="",""""],[""-0.514278573518"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:3f07ec46a7923ba0c1370cc1	true	2	PV13:e12e2822be9e60f983bd3354;PV13:e93b1b989e78c562f35ac779	CycPeptMPDB	"[[""-5.52"",""="",""""],[""-5.53"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:3f18cec04efa1213fd2d3670	true	2	PV13:3c637a3c9a239b692f7c1d30;PV13:feaf1ec591db5688e0b8afb8	PEPlife2	"[[""-0.167491087294"",""="",""""],[""-0.52287874528"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:3f33bbcf16ba6796ef8c2d1f	true	2	PV13:8f604a466ff8a487ec6248c1;PV13:b5544f7251b620df31d4cba0	PEPlife2	"[[""1.07188200731"",""="",""""],[""1.38021124171"","">"",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:3f4c7735e39eac7fe5bde8b0	true	2	PV13:75f51427dcc10c14197bbd4a;PV13:9f59e41e6705cd5c94ac15f1	PEPlife2	"[[""0.0791812460476"",""="",""""],[""0.278753600953"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:3f6635ada4fdc5c62e5d0a46	true	2	PV13:55c95921577d665a28adebe1;PV13:5943b2ea6514c1f6d6145180	PEPlife2	"[[""1.51454775266"",""="",""""],[""1.52633927739"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:3f828e34c29f5d1fe8c569c9	true	3	PV13:975eb2e90815d39dcd07dbf2;PV13:d578892da2e151776e104eed;PV13:e392162d3b0df7cd440df9a9	PEPlife2	"[[""-0.838631997765"",""="",""""],[""-1.69897000434"",""="",""""],[""0.230448921378"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:3f9674fd9433caf19b6d89ac	true	2	PV13:10e7ec91eb6fe79f3a35dfb0;PV13:3eaf119f46fdae4dd18c58ca	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-5.296"",""="",""""],[""-5.307"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:3fec0271093fdf91262186cd	true	2	PV13:8cfbf4f54aff9ad17fe82bf3;PV13:fcb6e8fa385c9c2b68dc2b8a	CycPeptMPDB	"[[""-5.602181494"",""="",""""],[""-6.796537103"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:40247fbac4e3925690b2db77	true	2	PV13:452956c17096ee2d84271f1d;PV13:8d2f45e1e75f8ff59b12f7a5	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-6.42"",""="",""""],[""-6.553"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:40323c0f72000ce8462258ab	true	2	PV13:c3f5411fa48b58b9982c1bb9;PV13:ec047d7d4db1630b1d324a63	PEPlife2	"[[""-0.814363423038"",""="",""""],[""0.84198480459"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:406eb722131e87802962850e	true	2	PV13:555c01431c912a51b4e96109;PV13:d94816cb92fee2e004511bbb	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-5.38"",""="",""""],[""-5.463"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:40a8322435d334baf20e1dfe	true	2	PV13:1d283581b9fb3fcc4a05e173;PV13:c001f11eccfeed80e6fddc8d	PEPlife2	"[[""0.26245108973"",""="",""""],[""0.33176461264"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:4199e4a4c69e81deb10f538e	true	3	PV13:3d90ae14a7b4029c296d24fe;PV13:83064a1f4a8c2b574c331770;PV13:f0b25096a057b26dc04d41e9	PEPlife2	"[[""-0.0870697582607"",""="",""""],[""-0.298144307426"",""="",""""],[""0.385308301386"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:419c86173533dc6ed7fe6016	true	4	PV13:10424b8163b4557ba3a24a37;PV13:1e593b5a2cc78905d7b7320a;PV13:8234acb7e5639e9d8f04a3f4;PV13:e97b193b6f55f1a38f5d4008	PEPlife2	"[[""-0.520472675514"",""="",""""],[""-0.56596364598"",""="",""""],[""-1.70260428899"",""="",""""],[""-1.75696195131"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:41a42c6ca56ff684e6d8ff2e	true	4	PV13:2fed64120caf1cbfc77f7921;PV13:50f1703ed972dc743ed386e0;PV13:df7ff619783042ec11caa0e4;PV13:f20f3b6799d47d507c2edd8e	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-5.389339837"",""="",""""],[""-5.480172006"",""="",""""],[""-5.847711656"",""="",""""],[""-5.91721463"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:420763c4af31321f33066551	true	3	PV13:886030d79f00e343990e43bc;PV13:b3b4431b34ef5cdc210ca27c;PV13:bcf4c5ee9ea0f984f5548de4	NIST ThermoML	"[[""-1.93181413825"",""="",""""],[""-2.0371573188"",""="",""""],[""-2.19449914184"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:421510af0e09f81fadcf33f0	true	5	PV13:6226da08240ab814f3e5ff64;PV13:928179341136e3d408adb6ef;PV13:9d78718c0d8b6208e8171818;PV13:adf00093beecce7a013fd654;PV13:c934f9ad3660c563fce11bf4	PEPlife2	"[[""-0.33254704711"",""="",""""],[""-0.346787486225"",""="",""""],[""-0.353269613753"",""="",""""],[""-0.390761424045"",""="",""""],[""-0.45593195565"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:426844d4c89f39fdb2cca643	true	2	PV13:1e9c92867285cce6ba6a628b;PV13:c0d35c8ddd8a526328b62108	PEPlife2	"[[""-1.57403126773"",""="",""""],[""-1.77815125038"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:43171c90d0b55a94be365b74	true	4	PV13:175d8e1adc6260f082490878;PV13:b3512cfd99f68144e3736d74;PV13:b7fcbf47a85af47a96594a87;PV13:e1d50e1b6dae29bf0c694393	PEPlife2	"[[""-0.596307662439"",""="",""""],[""-0.885500216506"",""="",""""],[""-1.3784775289"",""="",""""],[""-2.15490195999"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:4347deb2631006ed5952eab5	true	2	PV13:060b2fbfb25a8aa6ab4e69ca;PV13:0f1012e82dd462823dc2e73e	PEPlife2	"[[""-0.330993219041"",""="",""""],[""-1.85733249643"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:4383d22afa1cc4ae1624a07d	true	3	PV13:0782180dc5426fed1778f005;PV13:19dfe59ba4ff7a169600ab89;PV13:7329b6d6e9c770c04418a394	PEPlife2	"[[""0.0895518828865"",""="",""""],[""0.164947372622"",""="",""""],[""0.235023159495"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:4385f53097dea9700b906556	true	2	PV13:4905a39cac963513e353cf5d;PV13:c161356d2a42fbb11cd3129e	PEPlife2	"[[""1.93801909748"",""="",""""],[""1.96661098668"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:439d110b0d216401eb146178	true	2	PV13:d2592e986cbcd1ab3976fc5f;PV13:e23c0e5c123db4c412fdd269	PEPlife2	"[[""-1.08795517036"",""="",""""],[""-1.82390874094"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:43e07231d315ff090e217b34	true	2	PV13:2bcd170b60e3c3d933ea7f43;PV13:ceadb2dd71f061f316211892	PEPlife2	"[[""0.0184230828268"",""="",""""],[""0.0797840143358"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:44027733d71984e2ed11b109	true	6	PV13:053e7a138c8047deaedad69f;PV13:109b6f1c7c2b46a901cde422;PV13:122a8268e8e3963647eb3964;PV13:3e92c48e76ea1bd60bc8fb0b;PV13:b0fafeadd6447770f41f0331;PV13:b9fe00f381f7ed511806dbc2	PEPlife2	"[[""2.02530586526"",""="",""""],[""2.04532297879"",""="",""""],[""2.06445798923"",""="",""""],[""2.07918124605"",""="",""""],[""2.08990511144"",""="",""""],[""2.09342168516"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:4464ce3b090934168535aeb7	true	2	PV13:12ecd33125604a4fa439c345;PV13:f6a8e78f429d6090ff8b4718	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-5.788"",""="",""""],[""-6.125"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:457635da0b1455dca6514d36	true	2	PV13:5f0eaf1488ed767d98655616;PV13:e48a18275c47496b5edaf4a0	PEPlife2	"[[""-0.38721614328"",""="",""""],[""-1.73675856523"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:4582540c002565f011e07f7b	true	3	PV13:9264e77f8ce3f32daeccf6bc;PV13:bea89a22b287b354fb84119b;PV13:d9778b76c69d782e4a15c2d3	PEPlife2	"[[""0.845098040014"",""="",""""],[""0.954242509439"",""="",""""],[""1.07918124605"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:45c30fa2cd6b81c40506ce7b	true	4	PV13:26c4bcf49b99e58247749151;PV13:33d0dcbeb697a78b09b57450;PV13:79bd1722b83b3ed87a318869;PV13:e02266f8955d6793bacf8c2a	PEPlife2	"[[""-1.08795517036"",""="",""""],[""-1.27300127206"",""="",""""],[""0.489958479425"",""="",""""],[""0.52934478753"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:4620aa8445ad9b3b9ca52ae6	true	2	PV13:cabb65f5524a6ef318335f1d;PV13:f11ef7b654ee5df0491a813a	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-5.708"",""="",""""],[""-5.851"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:46aea1f575914ac4347cee25	true	2	PV13:b4ef2e326196c17537ee030c;PV13:faa3e8498d119f1f92ace7db	PEPlife2	"[[""-0.547702329005"",""="",""""],[""-1.07918124605"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:46b8d3d309951e8f53cca981	true	4	PV13:238b5fdccf3a87d45d6f2026;PV13:5c29e5bbdcd3241b06594b4f;PV13:b2a07854aa90f5af27883e98;PV13:cb2cb4cf12c8ce2ed08bb5c1	PEPlife2	"[[""0.38492063162"",""="",""""],[""0.700905533551"",""="",""""],[""0.724330494402"",""="",""""],[""0.770103005579"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:46bee755b751b0a65d849486	false	2	PV13:2a0549fc8a19e7c331a3f9d3;PV13:8499c646f282e4c3d9bfc32f	PEPlife2	"[[""0.556302500767"",""="",""""],[""0.681241237376"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:47f8cbaf32eae96db036f576	true	2	PV13:aae7b6596015d2028ee35e34;PV13:efd81cd2767374decefebfab	PEPlife2	"[[""-0.490349520453"",""="",""""],[""-0.952076447683"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:47f90da15c4899776f902cb0	true	2	PV13:931b620006ae41226b81818b;PV13:f49eb3bf434d428ee8c058da	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-5.259"",""="",""""],[""-5.273"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:4808cb5be0b893091ac9e8fa	true	5	PV13:3734ce5463fd6ba80c5d2822;PV13:3aa8f2cb7e923badcea62b7e;PV13:73e439885d1fc2f097a58598;PV13:b38da710b9d490d9550933fc;PV13:d34fb8affe0e38096828adb3	NIST ThermoML	"[[""-1.89619627904"",""="",""""],[""-1.89962945488"",""="",""""],[""-1.90657831484"",""="",""""],[""-1.91009488856"",""="",""""],[""-1.91364016933"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:48e7d7cbb5d5dae3d102c5e1	true	4	PV13:118ef2166c5d760ace6fd55d;PV13:1dc250e44a102d81223c7250;PV13:ac2911b7191f4c0e7e554fa9;PV13:d772246a242cbc9557ba2603	NIST ThermoML	"[[""-1.32697909287"",""="",""""],[""-1.48811663902"",""="",""""],[""-1.64975198167"",""="",""""],[""-1.82681373159"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:48e917dade29a5b70683911a	true	18	PV13:004e4f932a85eeaba30d3287;PV13:1cce89da5115cb814d2dc11e;PV13:22566d540ca0c5e407def629;PV13:2d52c29b1159f528c63ed6a2;PV13:2e236b868c811fc1fa92cde9;PV13:51daf94efcdcea48a1cabe62;PV13:52a853417c38b81f429eb559;PV13:5ebe5d32da3391aa0316bc8f;PV13:8abeefcfd8b59ca42382452b;PV13:8d155a6120e622991c526e50;PV13:9359157dc415f32760312a62;PV13:a2739b5e7da63b1afbac1430;PV13:a3b9664cc04b14abaa9c4152;PV13:b9f35717be0e8a78aac5d65b;PV13:c29b9a967eb988f08ecc5f72;PV13:db910f348ae4e8c5b8c45830;PV13:e5faae4916d742027f07798c;PV13:f556fa87e05dfcfe14d364f8	PEPlife2	"[[""-0.50399340112"",""="",""""],[""-0.769551078622"",""="",""""],[""-0.778151250384"",""="",""""],[""-0.853871964322"",""="",""""],[""-0.875061263392"",""="",""""],[""-0.886056647693"",""="",""""],[""-0.893922480751"",""="",""""],[""-0.895057891808"",""="",""""],[""-0.913047275743"",""="",""""],[""-0.914233873426"",""="",""""],[""-0.923238228076"",""="",""""],[""-0.926281649654"",""="",""""],[""-0.930578591242"",""="",""""],[""-0.933053210369"",""="",""""],[""-0.942460678891"",""="",""""],[""-0.954025416467"",""="",""""],[""-1.23532582342"",""="",""""],[""-1.25440478357"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:4935df549bb13290c1599249	true	2	PV13:54e5be0043c317c1c72df961;PV13:b1e55ad4f7760c05d5446b7e	PEPlife2	"[[""-0.664207898077"",""="",""""],[""0.548594129182"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:4985a567b5f13f05f368a773	true	4	PV13:3ed3c496d0101dbf2ebcc686;PV13:72c78bf62cb6e7c5e41eb8b4;PV13:d285e5d05d46537ec6e07b17;PV13:db547e7aa676ac4a2cfec3dc	CycPeptMPDB	"[[""-5.6"",""="",""""],[""-5.64"",""="",""""],[""-5.91"",""="",""""],[""-6.52"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:49f6ae1db3d8916caaeaef82	true	2	PV13:5f89cbbbd128051ede08b182;PV13:b5a2aa0da0609889a8c15cfd	PEPlife2	"[[""0.903089986992"",""="",""""],[""1.38021124171"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:4a208dece39ffc73316de471	true	2	PV13:409eeedb4556e244454601df;PV13:9c4adeed03e921af5e36b774	PEPlife2	"[[""0.724275869601"",""="",""""],[""0.826074802701"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:4a354effca6868058f2f54ed	true	2	PV13:250cccb5a699d96b87fb9b13;PV13:8617db1142e3dbca94481215	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-6.553"",""="",""""],[""-6.699"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:4ac6d2723f0252a7c6f270fa	true	2	PV13:0e078c23a4aa3ce18a043304;PV13:1fb52949d41ea2c207688116	PEPlife2	"[[""-0.435728569561"",""="",""""],[""-1"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:4aebe7ef923959dd449aed61	true	5	PV13:4f6fdd5eb77128c89c333ff9;PV13:64f3d8fd02030749f94012e0;PV13:89711f2d1d5aaa55d249a3dc;PV13:957226393c35ee541dcc4707;PV13:dde64ab208d873ae82c1ff86	PEPlife2	"[[""-0.780764865986"",""="",""""],[""-1.14066152087"",""="",""""],[""-1.31128363003"",""="",""""],[""-1.48589517903"",""="",""""],[""-1.7328282716"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:4c67d9c7fb30df7502a36c9b	true	2	PV13:4cd705620b56185c07f444b1;PV13:56438b54eae92c56ba1777c2	CycPeptMPDB	"[[""-5.694561753"",""="",""""],[""-6.323721216"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:4c9404a503ed750844e19772	true	4	PV13:643baa0c546c93316f1313e8;PV13:81b3cb0493408641e0cffa32;PV13:9492a975734caac0665440ce;PV13:b8e3b9f7b72997076398dbfe	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""0.278753600953"",""="",""""],[""0.397940008672"",""="",""""],[""0.518513939878"",""="",""""],[""1.07918124605"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:4d12e0cb5ebe543288aabc2f	true	2	PV13:41a3795cdabe39b3e5e455bb;PV13:76ef4642af724e2815d8d5a6	PEPlife2	"[[""-0.301029995664"",""="",""""],[""0.0128372247052"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:4d68578b2ee1c726bc5182c2	true	2	PV13:2e35137d4cf266883f425d66;PV13:c935f1bd5a90b94c6a0c1eed	CycPeptMPDB	"[[""-5.12"",""="",""""],[""-5.25"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:4d9cb2d8db4c0cd7858c08e3	true	2	PV13:485664cc5e7ea3a0fcc24cd1;PV13:f13744286411b45a4b1a7564	PEPlife2	"[[""1.23552844691"",""="",""""],[""1.88817949392"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:4da8f94b2cf25bfc58b2ddc7	true	2	PV13:5974a4db9fb953757341456d;PV13:7ad2f4ad2a60663dcd742370	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-7.097"",""="",""""],[""-7.155"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:4df67c14602c357b803fc0f7	true	2	PV13:27f0651ef3e8aa4d7727045c;PV13:c98866d27e909de018273504	PEPlife2	"[[""-0.761117911085"",""="",""""],[""-1.49939764943"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:4dfdca3c46ed61583165b6dc	true	2	PV13:2a1a2cd9e4399fc616cfbefd;PV13:f513bd11899dfa8a1322b6a7	PEPlife2	"[[""-0.267606240177"",""="",""""],[""-1.45593195565"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:4e4f88b026d4a0ac286d239e	true	2	PV13:c23149227359fb160c04ce1a;PV13:d374afaff3be6a8afe073a2c	swemacrocycledb_figshare_v1_ar_gt_0_3	"[[""-5.455"",""="",""""],[""-5.684"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:4eb217983fa60610cf6cf5a5	true	3	PV13:19df613adcf87e1ac339bfca;PV13:87e655e253f4fd9b36d394a1;PV13:8f9b4f6dbc2f65c4be249b38	PEPlife2	"[[""1.12057393121"",""="",""""],[""1.28103336725"",""="",""""],[""1.47712125472"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:4f8928ecb2e9e7cafbabee7a	true	2	PV13:1b656afad85984f983d38b88;PV13:30d97ba26b4943e7eaa41e46	PEPlife2	"[[""0.124938736608"","">"",""""],[""1.97772360529"","">"",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:4fd446588707a1f137335368	true	2	PV13:7d3338f3b32c6d2a17208f5b;PV13:ed9a3131351d97c15d642763	PEPlife2	"[[""-0.537602002101"",""="",""""],[""-0.585026652029"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:5031395f2f9d3796d78d4d73	true	5	PV13:086b11b283eab034f1d89789;PV13:b05e7d106953bb1f78702a07;PV13:d5b701b5f687c09b96845277;PV13:e79f97fb713ef86b841c3048;PV13:f38b0b8d0f9a39b665c5bf82	PEPlife2	"[[""2.22788670461"",""="",""""],[""2.26245108973"",""="",""""],[""2.30319605742"",""="",""""],[""2.34439227369"",""="",""""],[""2.3856062736"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:505c2ced6231f5981f76d951	true	2	PV13:aff69fc95feb6574f00769d9;PV13:baa865b24aa495d200a98424	PEPlife2	"[[""-1.07918124605"",""="",""""],[""-1.93305321037"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:506d7fc76b462df527b9b5d4	true	3	PV13:7b6aa010496425549c129a50;PV13:7c07ef1869fada2398c2b1ea;PV13:90dc3e9698419a734a880275	PEPlife2	"[[""1.07554696139"",""="",""""],[""1.25042000231"",""="",""""],[""1.49968708262"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:50c215ecbdfc69f96bb51c19	true	5	PV13:12566875d98b36aff2100942;PV13:5722fd2aa7c9a0d77ba38f9f;PV13:bdac8f023a259f8ae7a244fe;PV13:d3e556bd8cc2b002a7fbec45;PV13:ee3d1253ded1b46d2d2fd6ff	NIST ThermoML	"[[""-1.05948351507"",""="",""""],[""-1.06651271215"",""="",""""],[""-1.08354605145"",""="",""""],[""-1.10846254233"",""="",""""],[""-1.14752000636"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:50dd041396eaea5aa5a267c6	true	2	PV13:1742834789f937649fe10b52;PV13:361b9aabe62bce7e63018b2d	PEPlife2	"[[""1.25623653321"",""="",""""],[""1.46493642912"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:510a6496c791276b49ef9f1a	true	7	PV13:02a6193a95c67b150c2943ec;PV13:7c34b3021a4dd3b0337c06e8;PV13:7f08e79162b5ecb32291063f;PV13:800a033d7e6ccf9412aee97b;PV13:94b91a860db2f005ac87ea38;PV13:a0bf8949ccf3ee1b5d6f1327;PV13:c8b917df7a97b2f56e2cc582	PEPlife2	"[[""-0.301029995664"",""="",""""],[""-0.602059991328"",""="",""""],[""-0.933053210369"",""="",""""],[""-1.23408320603"",""="",""""],[""-2.07918124605"",""="",""""],[""0.176091259056"",""="",""""],[""0.47712125472"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:528c30722be0903708ba8c9f	true	2	PV13:6f677e2134c366af04e2b6d5;PV13:8a95c0f41cdb00abb798123e	PEPlife2	"[[""0.0211892990699"",""="",""""],[""0.259275247557"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:52e332e9d48f6bfa869f77bd	true	2	PV13:417b46d617e23fc2d1d9ae79;PV13:f16c9aa2e8644023273e517a	CycPeptMPDB	"[[""-5.18"",""="",""""],[""-5.91"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:53864bf68158cae14a30c3ce	true	2	PV13:6486a5fa9ce1c2ac778a0429;PV13:6ffea6c2cce77aaf69f6caa9	PEPlife2	"[[""-0.778151250384"",""<"",""""],[""0.778151250384"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:540f82c813d45b7f069ac223	true	4	PV13:0aa88da5679202b6b6f4b8cf;PV13:412cf365910888a20d4954b5;PV13:b8753acf8e688af7baf4a232;PV13:ed092ff008cb16c2d2c89785	PEPlife2	"[[""0.54406804435"",""="",""""],[""0.740362689494"",""="",""""],[""1.00860017176"",""="",""""],[""1.05307844348"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:5473b4caaf2a83023b436036	true	5	PV13:35aa8f6d26c8ba161635788c;PV13:9d94e136c707cf864b5bf02d;PV13:a8ae0eff31f84bde958647a5;PV13:d97d1a98a782e3e5d6685e25;PV13:f47415cd28a3a35622b4e2ee	NIST ThermoML	"[[""-2.73876092882"",""="",""""],[""-2.8133543894"",""="",""""],[""-2.93173990623"",""="",""""],[""-3.06253226036"",""="",""""],[""-3.18263298371"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:54a1ba6e991daa41545b293e	true	2	PV13:6b89ac7e3c4caf4cd1873d17;PV13:df86cf1c114afc6f4b0882e2	CycPeptMPDB	"[[""-5.22"",""="",""""],[""-7.4"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:55107ee37f7f84cddad2262f	true	2	PV13:a1d8da82583c5f17d725635d;PV13:e74e8de85c8a60cd90b45162	PEPlife2	"[[""0.939019776449"",""="",""""],[""1.16286299332"",""="",""""]]"	replicate_variability_or_condition_conflict_review
MLMEASURE1:5520713537e0f00ca3295292	true	2	PV13:44221c198f4936fd95888f3b;PV13:9b98b2426c1584a1748022d9	PEPlife2	"[[""0.00432137378264"",""="",""""],[""0.409933123331"",""="",""""]]"	replicate_variability_or_condition_conflict_review
